time,gFx,gFy,gFz,TgF
06:34:25:4,0.3479,-0.5810,-1.0019,1.21
06:34:25:4,0.3459,-0.5730,-0.9999,1.20
06:34:25:4,0.3419,-0.5650,-0.9959,1.19
06:34:25:4,0.3379,-0.5570,-0.9919,1.19
06:34:25:4,0.3339,-0.5490,-0.9879,1.18
06:34:25:4,0.3319,-0.5410,-0.9839,1.17
06:34:25:4,0.3279,-0.5350,-0.9819,1.17
06:34:25:4,0.3239,-0.5290,-0.9819,1.16
06:34:25:4,0.3199,-0.5189,-0.9799,1.15
06:34:25:4,0.3159,-0.5109,-0.9779,1.15
06:34:25:4,0.3119,-0.5049,-0.9779,1.14
06:34:25:4,0.3079,-0.4989,-0.9759,1.14
06:34:25:4,0.3039,-0.4929,-0.9759,1.13
06:34:25:4,0.2979,-0.4869,-0.9759,1.13
06:34:25:4,0.2939,-0.4829,-0.9759,1.13
06:34:25:4,0.2899,-0.4769,-0.9739,1.12
06:34:25:4,0.2879,-0.4749,-0.9719,1.12
06:34:25:4,0.2839,-0.4709,-0.9719,1.12
06:34:25:5,0.2799,-0.4649,-0.9699,1.11
06:34:25:5,0.2759,-0.4589,-0.9719,1.11
06:34:25:5,0.2719,-0.4529,-0.9719,1.11
06:34:25:5,0.2679,-0.4469,-0.9699,1.10
06:34:25:5,0.2619,-0.4409,-0.9699,1.10
06:34:25:5,0.2578,-0.4349,-0.9699,1.09
06:34:25:5,0.2498,-0.4269,-0.9699,1.09
06:34:25:5,0.2438,-0.4209,-0.9679,1.08
06:34:25:5,0.2378,-0.4149,-0.9679,1.08
06:34:25:5,0.2318,-0.4089,-0.9659,1.07
06:34:25:5,0.2238,-0.4029,-0.9639,1.07
06:34:25:5,0.2178,-0.3989,-0.9639,1.07
06:34:25:5,0.2118,-0.3929,-0.9639,1.06
06:34:25:5,0.2058,-0.3869,-0.9659,1.06
06:34:25:5,0.1998,-0.3809,-0.9659,1.06
06:34:25:5,0.1938,-0.3789,-0.9659,1.06
06:34:25:5,0.1878,-0.3709,-0.9639,1.05
06:34:25:5,0.1818,-0.3689,-0.9659,1.05
06:34:25:5,0.1718,-0.3649,-0.9659,1.05
06:34:25:5,0.1678,-0.3569,-0.9659,1.04
06:34:25:6,0.1618,-0.3509,-0.9659,1.04
06:34:25:6,0.1518,-0.3449,-0.9659,1.04
06:34:25:6,0.1438,-0.3389,-0.9659,1.03
06:34:25:6,0.1358,-0.3289,-0.9659,1.03
06:34:25:6,0.1278,-0.3189,-0.9659,1.03
06:34:25:6,0.1178,-0.3109,-0.9659,1.02
06:34:25:6,0.1098,-0.2989,-0.9639,1.02
06:34:25:6,0.1015,-0.2889,-0.9639,1.01
06:34:25:6,0.0915,-0.2789,-0.9639,1.01
06:34:25:6,0.0835,-0.2689,-0.9659,1.01
06:34:25:6,0.0795,-0.2508,-0.9619,1.00
06:34:25:6,0.0715,-0.2368,-0.9599,0.99
06:34:25:6,0.0635,-0.2228,-0.9579,0.99
06:34:25:6,0.0595,-0.2068,-0.9559,0.98
06:34:25:6,0.0555,-0.1928,-0.9559,0.98
06:34:25:6,0.0495,-0.1788,-0.9539,0.97
06:34:25:6,0.0435,-0.1668,-0.9519,0.97
06:34:25:6,0.0415,-0.1548,-0.9499,0.96
06:34:25:6,0.0355,-0.1408,-0.9479,0.96
06:34:25:6,0.0315,-0.1288,-0.9459,0.96
06:34:25:7,0.0275,-0.1168,-0.9439,0.95
06:34:25:7,0.0255,-0.1088,-0.9439,0.95
06:34:25:7,0.0195,-0.0988,-0.9419,0.95
06:34:25:7,0.0135,-0.0888,-0.9399,0.94
06:34:25:7,0.0095,-0.0808,-0.9399,0.94
06:34:25:7,0.0055,-0.0728,-0.9399,0.94
06:34:25:7,0.0015,-0.0668,-0.9419,0.94
06:34:25:7,-0.0005,-0.0628,-0.9419,0.94
06:34:25:7,-0.0045,-0.0588,-0.9419,0.94
06:34:25:7,-0.0105,-0.0548,-0.9419,0.94
06:34:25:7,-0.0145,-0.0508,-0.9399,0.94
06:34:25:7,-0.0185,-0.0468,-0.9419,0.94
06:34:25:7,-0.0225,-0.0448,-0.9399,0.94
06:34:25:7,-0.0265,-0.0388,-0.9419,0.94
06:34:25:7,-0.0325,-0.0348,-0.9419,0.94
06:34:25:7,-0.0385,-0.0288,-0.9399,0.94
06:34:25:7,-0.0445,-0.0188,-0.9379,0.94
06:34:25:7,-0.0485,-0.0128,-0.9399,0.94
06:34:25:7,-0.0545,-0.0048,-0.9399,0.94
06:34:25:7,-0.0585,-0.0008,-0.9399,0.94
06:34:25:8,-0.0645,0.0093,-0.9399,0.94
06:34:25:8,-0.0685,0.0153,-0.9359,0.94
06:34:25:8,-0.0745,0.0293,-0.9339,0.94
06:34:25:8,-0.0785,0.0273,-0.9339,0.94
06:34:25:8,-0.0825,0.0313,-0.9319,0.94
06:34:25:8,-0.0865,0.0373,-0.9299,0.93
06:34:25:8,-0.0905,0.0453,-0.9299,0.94
06:34:25:8,-0.0945,0.0513,-0.9299,0.94
06:34:25:8,-0.0985,0.0593,-0.9299,0.94
06:34:25:8,-0.1025,0.0653,-0.9279,0.94
06:34:25:8,-0.1065,0.0733,-0.9259,0.93
06:34:25:8,-0.1105,0.0813,-0.9239,0.93
06:34:25:8,-0.1125,0.0873,-0.9219,0.93
06:34:25:8,-0.1145,0.0953,-0.9199,0.93
06:34:25:8,-0.1165,0.1013,-0.9179,0.93
06:34:25:8,-0.1245,0.1135,-0.9199,0.94
06:34:25:8,-0.1326,0.1275,-0.9179,0.94
06:34:25:8,-0.1386,0.1356,-0.9179,0.94
06:34:25:8,-0.1446,0.1436,-0.9159,0.94
06:34:25:8,-0.1506,0.1516,-0.9159,0.94
06:34:25:9,-0.1566,0.1576,-0.9139,0.94
06:34:25:9,-0.1606,0.1636,-0.9139,0.94
06:34:25:9,-0.1666,0.1676,-0.9139,0.94
06:34:25:9,-0.1706,0.1736,-0.9119,0.94
06:34:25:9,-0.1766,0.1776,-0.9119,0.95
06:34:25:9,-0.1806,0.1816,-0.9119,0.95
06:34:25:9,-0.1826,0.1856,-0.9119,0.95
06:34:25:9,-0.1866,0.1876,-0.9099,0.95
06:34:25:9,-0.1866,0.1916,-0.9058,0.94
06:34:25:9,-0.1886,0.1956,-0.9038,0.94
06:34:25:9,-0.1886,0.2036,-0.8998,0.94
06:34:25:9,-0.1926,0.2056,-0.8958,0.94
06:34:25:9,-0.1946,0.2136,-0.8918,0.94
06:34:25:9,-0.1966,0.2196,-0.8878,0.94
06:34:25:9,-0.1966,0.2256,-0.8838,0.93
06:34:25:9,-0.1986,0.2316,-0.8798,0.93
06:34:25:9,-0.2006,0.2396,-0.8758,0.93
06:34:25:9,-0.2026,0.2456,-0.8718,0.93
06:34:25:9,-0.2066,0.2496,-0.8678,0.93
06:34:26:0,-0.2066,0.2556,-0.8638,0.92
06:34:26:0,-0.2086,0.2616,-0.8598,0.92
06:34:26:0,-0.2086,0.2656,-0.8558,0.92
06:34:26:0,-0.2126,0.2696,-0.8518,0.92
06:34:26:0,-0.2146,0.2716,-0.8498,0.92
06:34:26:0,-0.2146,0.2756,-0.8458,0.92
06:34:26:0,-0.2166,0.2776,-0.8418,0.91
06:34:26:0,-0.2166,0.2816,-0.8378,0.91
06:34:26:0,-0.2166,0.2836,-0.8338,0.91
06:34:26:0,-0.2186,0.2816,-0.8318,0.90
06:34:26:0,-0.2226,0.2816,-0.8278,0.90
06:34:26:0,-0.2226,0.2816,-0.8238,0.90
06:34:26:0,-0.2266,0.2816,-0.8218,0.90
06:34:26:0,-0.2286,0.2796,-0.8218,0.90
06:34:26:0,-0.2306,0.2776,-0.8238,0.90
06:34:26:0,-0.2326,0.2756,-0.8238,0.90
06:34:26:0,-0.2346,0.2716,-0.8258,0.90
06:34:26:0,-0.2366,0.2696,-0.8258,0.90
06:34:26:0,-0.2346,0.2636,-0.8298,0.90
06:34:26:0,-0.2346,0.2576,-0.8298,0.90
06:34:26:1,-0.2326,0.2536,-0.8338,0.90
06:34:26:1,-0.2326,0.2496,-0.8338,0.90
06:34:26:1,-0.2306,0.2456,-0.8358,0.90
06:34:26:1,-0.2306,0.2416,-0.8378,0.90
06:34:26:1,-0.2306,0.2376,-0.8418,0.90
06:34:26:1,-0.2286,0.2336,-0.8478,0.91
06:34:26:1,-0.2286,0.2336,-0.8518,0.91
06:34:26:1,-0.2266,0.2336,-0.8598,0.92
06:34:26:1,-0.2246,0.2336,-0.8678,0.93
06:34:26:1,-0.2206,0.2356,-0.8818,0.94
06:34:26:1,-0.2186,0.2396,-0.8938,0.95
06:34:26:1,-0.2126,0.2516,-0.9058,0.96
06:34:26:1,-0.2026,0.2696,-0.9159,0.98
06:34:26:1,-0.1906,0.2916,-0.9279,0.99
06:34:26:1,-0.1746,0.3156,-0.9359,1.00
06:34:26:1,-0.1526,0.3396,-0.9439,1.01
06:34:26:1,-0.1245,0.4577,-0.9479,1.06
06:34:26:1,-0.0045,0.4677,-0.9499,1.06
06:34:26:1,0.0175,0.4717,-0.9499,1.06
06:34:26:1,0.0415,0.4677,-0.9559,1.06
06:34:26:2,0.0655,0.4577,-0.9599,1.07
06:34:26:2,0.0875,0.4377,-0.9639,1.06
06:34:26:2,0.2038,0.4157,-0.9679,1.07
06:34:26:2,0.2098,0.3896,-0.9779,1.07
06:34:26:2,0.2158,0.3616,-0.9879,1.07
06:34:26:2,0.2218,0.2356,-1.0019,1.05
06:34:26:2,0.2278,0.2196,-1.0139,1.06
06:34:26:2,0.2338,0.2076,-1.0279,1.07
06:34:26:2,0.2398,0.1936,-1.0419,1.09
06:34:26:2,0.2458,0.1816,-1.0559,1.10
06:34:26:2,0.2518,0.1736,-1.0719,1.11
06:34:26:2,0.2578,0.1676,-1.0839,1.13
06:34:26:2,0.2639,0.1616,-1.0959,1.14
06:34:26:2,0.2719,0.1596,-1.1079,1.15
06:34:26:2,0.2759,0.1596,-1.1179,1.16
06:34:26:2,0.2819,0.1576,-1.1259,1.17
06:34:26:2,0.2879,0.1616,-1.1319,1.18
06:34:26:2,0.2939,0.1656,-1.1379,1.19
06:34:26:2,0.2979,0.1676,-1.1399,1.19
06:34:26:3,0.3019,0.1676,-1.1419,1.19
06:34:26:3,0.3039,0.1716,-1.1419,1.19
06:34:26:3,0.3079,0.1736,-1.1419,1.20
06:34:26:3,0.3119,0.1776,-1.1439,1.20
06:34:26:3,0.3139,0.1796,-1.1419,1.20
06:34:26:3,0.3159,0.1796,-1.1419,1.20
06:34:26:3,0.3179,0.1816,-1.1419,1.20
06:34:26:3,0.3199,0.1796,-1.1419,1.20
06:34:26:3,0.3199,0.1836,-1.1399,1.20
06:34:26:3,0.3219,0.1816,-1.1379,1.20
06:34:26:3,0.3199,0.1816,-1.1339,1.19
06:34:26:3,0.3199,0.1816,-1.1299,1.19
06:34:26:3,0.3199,0.1816,-1.1259,1.18
06:34:26:3,0.3199,0.1816,-1.1219,1.18
06:34:26:3,0.3199,0.1816,-1.1159,1.17
06:34:26:3,0.3199,0.1816,-1.1079,1.17
06:34:26:3,0.3199,0.1816,-1.0999,1.16
06:34:26:3,0.3199,0.1816,-1.0959,1.16
06:34:26:3,0.3219,0.1816,-1.0879,1.15
06:34:26:3,0.3259,0.1796,-1.0839,1.15
06:34:26:4,0.3259,0.1796,-1.0759,1.14
06:34:26:4,0.3299,0.1796,-1.0659,1.13
06:34:26:4,0.3319,0.1796,-1.0599,1.13
06:34:26:4,0.3339,0.1776,-1.0539,1.12
06:34:26:4,0.3319,0.1776,-1.0479,1.11
06:34:26:4,0.3359,0.1816,-1.0419,1.11
06:34:26:4,0.3379,0.1816,-1.0339,1.10
06:34:26:4,0.3399,0.1856,-1.0279,1.10
06:34:26:4,0.3399,0.1896,-1.0199,1.09
06:34:26:4,0.3399,0.1956,-1.0139,1.09
06:34:26:4,0.3379,0.2056,-1.0059,1.08
06:34:26:4,0.3359,0.2156,-0.9999,1.08
06:34:26:4,0.3359,0.2296,-0.9919,1.07
06:34:26:4,0.3359,0.2396,-0.9859,1.07
06:34:26:4,0.3319,0.2516,-0.9799,1.06
06:34:26:4,0.3299,0.2636,-0.9739,1.06
06:34:26:4,0.3299,0.2756,-0.9679,1.06
06:34:26:4,0.3279,0.2896,-0.9599,1.05
06:34:26:4,0.3279,0.3016,-0.9539,1.05
06:34:26:5,0.3259,0.3116,-0.9499,1.05
06:34:26:5,0.3219,0.3196,-0.9439,1.05
06:34:26:5,0.3199,0.3256,-0.9379,1.04
06:34:26:5,0.3179,0.3316,-0.9359,1.04
06:34:26:5,0.3139,0.3356,-0.9319,1.04
06:34:26:5,0.3079,0.3376,-0.9279,1.03
06:34:26:5,0.3039,0.3356,-0.9259,1.03
06:34:26:5,0.2979,0.3356,-0.9219,1.03
06:34:26:5,0.2919,0.3356,-0.9179,1.02
06:34:26:5,0.2859,0.3356,-0.9159,1.02
06:34:26:5,0.2799,0.3356,-0.9119,1.01
06:34:26:5,0.2739,0.3396,-0.9078,1.01
06:34:26:5,0.2679,0.3436,-0.9038,1.00
06:34:26:5,0.2639,0.3476,-0.8978,1.00
06:34:26:5,0.2619,0.3536,-0.8938,1.00
06:34:26:5,0.2578,0.3596,-0.8898,0.99
06:34:26:5,0.2558,0.3676,-0.8858,0.99
06:34:26:5,0.2518,0.3716,-0.8818,0.99
06:34:26:5,0.2478,0.3796,-0.8778,0.99
06:34:26:5,0.2438,0.3856,-0.8738,0.99
06:34:26:5,0.2398,0.3896,-0.8698,0.98
06:34:26:6,0.2358,0.3977,-0.8658,0.98
06:34:26:6,0.2318,0.4037,-0.8618,0.98
06:34:26:6,0.2278,0.4077,-0.8578,0.98
06:34:26:6,0.2238,0.4137,-0.8538,0.97
06:34:26:6,0.2198,0.4197,-0.8498,0.97
06:34:26:6,0.2158,0.4217,-0.8458,0.97
06:34:26:6,0.2158,0.4257,-0.8418,0.97
06:34:26:6,0.2118,0.4297,-0.8378,0.97
06:34:26:6,0.2118,0.4317,-0.8338,0.96
06:34:26:6,0.2118,0.4337,-0.8338,0.96
06:34:26:6,0.2098,0.4357,-0.8298,0.96
06:34:26:6,0.2078,0.4377,-0.8258,0.96
06:34:26:6,0.2098,0.4397,-0.8258,0.96
06:34:26:6,0.2098,0.4437,-0.8238,0.96
06:34:26:6,0.2098,0.4437,-0.8238,0.96
06:34:26:6,0.2098,0.4457,-0.8238,0.96
06:34:26:6,0.2078,0.4477,-0.8258,0.96
06:34:26:6,0.2078,0.4497,-0.8238,0.96
06:34:26:6,0.2078,0.4537,-0.8238,0.96
06:34:26:6,0.2078,0.4557,-0.8258,0.97
06:34:26:7,0.2078,0.4577,-0.8238,0.97
06:34:26:7,0.2038,0.4597,-0.8218,0.96
06:34:26:7,0.2018,0.4637,-0.8198,0.96
06:34:26:7,0.2018,0.4697,-0.8178,0.96
06:34:26:7,0.1998,0.4717,-0.8138,0.96
06:34:26:7,0.1998,0.4757,-0.8118,0.96
06:34:26:7,0.1998,0.4777,-0.8098,0.96
06:34:26:7,0.1998,0.4817,-0.8078,0.96
06:34:26:7,0.1998,0.4837,-0.8058,0.96
06:34:26:7,0.2018,0.4877,-0.8038,0.96
06:34:26:7,0.1998,0.4917,-0.8018,0.96
06:34:26:7,0.1998,0.4937,-0.7958,0.96
06:34:26:7,0.2018,0.4957,-0.7958,0.96
06:34:26:7,0.1998,0.4977,-0.7938,0.96
06:34:26:7,0.1998,0.4977,-0.7918,0.96
06:34:26:7,0.1958,0.4997,-0.7898,0.95
06:34:26:7,0.1958,0.4977,-0.7898,0.95
06:34:26:7,0.1918,0.4977,-0.7878,0.95
06:34:26:7,0.1918,0.4977,-0.7858,0.95
06:34:26:7,0.1898,0.4997,-0.7838,0.95
06:34:26:8,0.1878,0.4997,-0.7798,0.95
06:34:26:8,0.1878,0.4997,-0.7778,0.94
06:34:26:8,0.1858,0.5017,-0.7758,0.94
06:34:26:8,0.1858,0.5017,-0.7738,0.94
06:34:26:8,0.1858,0.5037,-0.7678,0.94
06:34:26:8,0.1878,0.5057,-0.7638,0.94
06:34:26:8,0.1878,0.5097,-0.7598,0.93
06:34:26:8,0.1878,0.5117,-0.7598,0.94
06:34:26:8,0.1898,0.5137,-0.7578,0.93
06:34:26:8,0.1898,0.5157,-0.7558,0.93
06:34:26:8,0.1918,0.5137,-0.7558,0.93
06:34:26:8,0.1898,0.5177,-0.7558,0.94
06:34:26:8,0.1918,0.5177,-0.7578,0.94
06:34:26:8,0.1918,0.5177,-0.7598,0.94
06:34:26:8,0.1898,0.5177,-0.7598,0.94
06:34:26:8,0.1898,0.5177,-0.7618,0.94
06:34:26:8,0.1878,0.5177,-0.7658,0.94
06:34:26:8,0.1858,0.5177,-0.7698,0.95
06:34:26:8,0.1838,0.5217,-0.7718,0.95
06:34:26:8,0.1798,0.5237,-0.7778,0.95
06:34:26:9,0.1758,0.5257,-0.7818,0.96
06:34:26:9,0.1698,0.5317,-0.7858,0.96
06:34:26:9,0.1598,0.5357,-0.7878,0.97
06:34:26:9,0.1518,0.5397,-0.7938,0.97
06:34:26:9,0.1458,0.5417,-0.7978,0.98
06:34:26:9,0.1358,0.5417,-0.8018,0.98
06:34:26:9,0.1258,0.5377,-0.8058,0.98
06:34:26:9,0.1178,0.5357,-0.8098,0.98
06:34:26:9,0.1118,0.5317,-0.8138,0.98
06:34:26:9,0.1098,0.5257,-0.8198,0.98
06:34:26:9,0.1075,0.5217,-0.8238,0.98
06:34:26:9,0.1035,0.5157,-0.8278,0.98
06:34:26:9,0.0995,0.5117,-0.8338,0.98
06:34:26:9,0.0975,0.5077,-0.8398,0.99
06:34:26:9,0.0955,0.5097,-0.8458,0.99
06:34:26:9,0.0915,0.5077,-0.8518,1.00
06:34:26:9,0.0875,0.5097,-0.8578,1.00
06:34:26:9,0.0815,0.5117,-0.8658,1.01
06:34:26:9,0.0775,0.5137,-0.8718,1.01
06:34:26:9,0.0735,0.5157,-0.8798,1.02
06:34:27:0,0.0695,0.5157,-0.8878,1.03
06:34:27:0,0.0675,0.5177,-0.8918,1.03
06:34:27:0,0.0635,0.5177,-0.8978,1.04
06:34:27:0,0.0615,0.5197,-0.9018,1.04
06:34:27:0,0.0615,0.5197,-0.9099,1.05
06:34:27:0,0.0595,0.5197,-0.9159,1.05
06:34:27:0,0.0575,0.5197,-0.9179,1.06
06:34:27:0,0.0575,0.5177,-0.9239,1.06
06:34:27:0,0.0595,0.5157,-0.9279,1.06
06:34:27:0,0.0615,0.5117,-0.9319,1.06
06:34:27:0,0.0615,0.5077,-0.9339,1.06
06:34:27:0,0.0615,0.4997,-0.9379,1.06
06:34:27:0,0.0615,0.4917,-0.9379,1.06
06:34:27:0,0.0615,0.4837,-0.9399,1.06
06:34:27:0,0.0595,0.4737,-0.9399,1.05
06:34:27:0,0.0555,0.4637,-0.9419,1.05
06:34:27:0,0.0515,0.4537,-0.9419,1.05
06:34:27:0,0.0495,0.4457,-0.9399,1.04
06:34:27:0,0.0455,0.4397,-0.9379,1.04
06:34:27:0,0.0435,0.4357,-0.9379,1.04
06:34:27:1,0.0415,0.4317,-0.9359,1.03
06:34:27:1,0.0395,0.4257,-0.9319,1.03
06:34:27:1,0.0375,0.4237,-0.9279,1.02
06:34:27:1,0.0375,0.4217,-0.9219,1.01
06:34:27:1,0.0355,0.4217,-0.9179,1.01
06:34:27:1,0.0335,0.4197,-0.9139,1.01
06:34:27:1,0.0315,0.4217,-0.9078,1.00
06:34:27:1,0.0275,0.4197,-0.8998,0.99
06:34:27:1,0.0255,0.4197,-0.8938,0.99
06:34:27:1,0.0235,0.4217,-0.8898,0.98
06:34:27:1,0.0195,0.4237,-0.8858,0.98
06:34:27:1,0.0155,0.4257,-0.8818,0.98
06:34:27:1,0.0115,0.4297,-0.8778,0.98
06:34:27:1,0.0035,0.4297,-0.8798,0.98
06:34:27:1,-0.0005,0.4317,-0.8778,0.98
06:34:27:1,-0.0045,0.4357,-0.8778,0.98
06:34:27:1,-0.0125,0.4417,-0.8758,0.98
06:34:27:1,-0.0225,0.4457,-0.8738,0.98
06:34:27:1,-0.0325,0.4497,-0.8718,0.98
06:34:27:2,-0.0425,0.4557,-0.8718,0.98
06:34:27:2,-0.0545,0.4597,-0.8738,0.99
06:34:27:2,-0.0625,0.4657,-0.8698,0.99
06:34:27:2,-0.0705,0.4717,-0.8698,0.99
06:34:27:2,-0.0785,0.4777,-0.8678,0.99
06:34:27:2,-0.0805,0.4817,-0.8678,1.00
06:34:27:2,-0.0845,0.4837,-0.8678,1.00
06:34:27:2,-0.0865,0.4877,-0.8698,1.00
06:34:27:2,-0.0865,0.4877,-0.8698,1.00
06:34:27:2,-0.0825,0.4877,-0.8698,1.00
06:34:27:2,-0.0805,0.4897,-0.8698,1.00
06:34:27:2,-0.0785,0.4877,-0.8678,1.00
06:34:27:2,-0.0745,0.4877,-0.8698,1.00
06:34:27:2,-0.0725,0.4857,-0.8678,1.00
06:34:27:2,-0.0685,0.4857,-0.8678,1.00
06:34:27:2,-0.0665,0.4857,-0.8678,1.00
06:34:27:2,-0.0665,0.4877,-0.8658,1.00
06:34:27:2,-0.0685,0.4877,-0.8638,0.99
06:34:27:2,-0.0705,0.4877,-0.8638,0.99
06:34:27:2,-0.0705,0.4917,-0.8638,1.00
06:34:27:2,-0.0745,0.4937,-0.8618,1.00
06:34:27:3,-0.0785,0.4977,-0.8598,1.00
06:34:27:3,-0.0825,0.4997,-0.8578,1.00
06:34:27:3,-0.0845,0.5017,-0.8558,1.00
06:34:27:3,-0.0865,0.5037,-0.8558,1.00
06:34:27:3,-0.0905,0.5077,-0.8538,1.00
06:34:27:3,-0.0945,0.5117,-0.8498,1.00
06:34:27:3,-0.1005,0.5137,-0.8478,1.00
06:34:27:3,-0.1045,0.5157,-0.8458,1.00
06:34:27:3,-0.1085,0.5177,-0.8438,1.00
06:34:27:3,-0.1105,0.5177,-0.8418,0.99
06:34:27:3,-0.1145,0.5177,-0.8398,0.99
06:34:27:3,-0.1165,0.5177,-0.8338,0.99
06:34:27:3,-0.1185,0.5157,-0.8338,0.99
06:34:27:3,-0.1185,0.5137,-0.8298,0.98
06:34:27:3,-0.1165,0.5137,-0.8278,0.98
06:34:27:3,-0.1145,0.5097,-0.8258,0.98
06:34:27:3,-0.1165,0.5057,-0.8218,0.97
06:34:27:3,-0.1165,0.5037,-0.8178,0.97
06:34:27:3,-0.1185,0.5017,-0.8138,0.96
06:34:27:4,-0.1225,0.4997,-0.8098,0.96
06:34:27:4,-0.1245,0.4997,-0.8058,0.96
06:34:27:4,-0.1265,0.4977,-0.8058,0.96
06:34:27:4,-0.1326,0.4957,-0.8038,0.95
06:34:27:4,-0.1386,0.4937,-0.8018,0.95
06:34:27:4,-0.1426,0.4937,-0.8038,0.95
06:34:27:4,-0.1466,0.4937,-0.8038,0.95
06:34:27:4,-0.1506,0.4957,-0.8058,0.96
06:34:27:4,-0.1566,0.4937,-0.8078,0.96
06:34:27:4,-0.1626,0.4937,-0.8078,0.96
06:34:27:4,-0.1686,0.4937,-0.8078,0.96
06:34:27:4,-0.1706,0.4937,-0.8098,0.96
06:34:27:4,-0.1766,0.4917,-0.8098,0.96
06:34:27:4,-0.1806,0.4877,-0.8098,0.96
06:34:27:4,-0.1826,0.4857,-0.8098,0.96
06:34:27:4,-0.1846,0.4817,-0.8098,0.96
06:34:27:4,-0.1866,0.4757,-0.8098,0.96
06:34:27:4,-0.1886,0.4717,-0.8098,0.96
06:34:27:4,-0.1926,0.4657,-0.8138,0.96
06:34:27:4,-0.1966,0.4597,-0.8158,0.96
06:34:27:5,-0.1986,0.4517,-0.8178,0.96
06:34:27:5,-0.2006,0.4417,-0.8218,0.95
06:34:27:5,-0.2026,0.4337,-0.8258,0.95
06:34:27:5,-0.2046,0.4217,-0.8318,0.95
06:34:27:5,-0.2046,0.4097,-0.8338,0.95
06:34:27:5,-0.2066,0.3977,-0.8378,0.95
06:34:27:5,-0.2046,0.3856,-0.8418,0.95
06:34:27:5,-0.2046,0.3696,-0.8458,0.95
06:34:27:5,-0.2046,0.3596,-0.8478,0.94
06:34:27:5,-0.2046,0.3476,-0.8518,0.94
06:34:27:5,-0.2046,0.3356,-0.8558,0.94
06:34:27:5,-0.2046,0.3296,-0.8598,0.94
06:34:27:5,-0.2046,0.3236,-0.8618,0.94
06:34:27:5,-0.2026,0.3176,-0.8618,0.94
06:34:27:5,-0.2046,0.3136,-0.8638,0.94
06:34:27:5,-0.2026,0.3096,-0.8658,0.94
06:34:27:5,-0.2046,0.3076,-0.8678,0.94
06:34:27:5,-0.2046,0.3036,-0.8718,0.95
06:34:27:5,-0.2026,0.2996,-0.8718,0.94
06:34:27:5,-0.2026,0.3016,-0.8758,0.95
06:34:27:6,-0.2006,0.3056,-0.8758,0.95
06:34:27:6,-0.1986,0.3196,-0.8718,0.95
06:34:27:6,-0.1926,0.3436,-0.8718,0.96
06:34:27:6,-0.1826,0.3796,-0.8738,0.97
06:34:27:6,-0.1706,0.5277,-0.8738,1.03
06:34:27:6,-0.1526,0.5697,-0.8738,1.05
06:34:27:6,-0.1366,0.7198,-0.8718,1.14
06:34:27:6,-0.1185,0.7678,-0.8678,1.16
06:34:27:6,-0.1005,0.9239,-0.8718,1.27
06:34:27:6,-0.0825,0.9399,-0.8778,1.29
06:34:27:6,-0.0705,0.9439,-0.8858,1.30
06:34:27:6,-0.0565,0.9399,-0.8898,1.30
06:34:27:6,-0.0465,0.9279,-0.8938,1.29
06:34:27:6,-0.0385,0.8978,-0.8978,1.27
06:34:27:6,-0.0285,0.8658,-0.9078,1.25
06:34:27:6,-0.0205,0.7278,-0.9159,1.17
06:34:27:6,-0.0145,0.7018,-0.9219,1.16
06:34:27:6,-0.0085,0.6738,-0.9299,1.15
06:34:27:6,-0.0005,0.6518,-0.9339,1.14
06:34:27:6,0.0055,0.6337,-0.9439,1.14
06:34:27:7,0.0155,0.5237,-0.9499,1.08
06:34:27:7,0.0275,0.5217,-0.9559,1.09
06:34:27:7,0.0395,0.5197,-0.9579,1.09
06:34:27:7,0.0515,0.5177,-0.9599,1.09
06:34:27:7,0.0655,0.5177,-0.9599,1.09
06:34:27:7,0.0775,0.5197,-0.9599,1.09
06:34:27:7,0.0915,0.5237,-0.9559,1.09
06:34:27:7,0.1015,0.5277,-0.9539,1.09
06:34:27:7,0.1118,0.5317,-0.9499,1.09
06:34:27:7,0.1198,0.5377,-0.9439,1.09
06:34:27:7,0.1258,0.5417,-0.9399,1.09
06:34:27:7,0.1298,0.5477,-0.9299,1.09
06:34:27:7,0.1318,0.5537,-0.9219,1.08
06:34:27:7,0.1318,0.5597,-0.9159,1.08
06:34:27:7,0.1298,0.5637,-0.9078,1.08
06:34:27:7,0.1278,0.5677,-0.8958,1.07
06:34:27:7,0.1258,0.5697,-0.8858,1.06
06:34:27:7,0.1218,0.5737,-0.8738,1.05
06:34:27:7,0.1158,0.5757,-0.8638,1.04
06:34:27:8,0.1118,0.5757,-0.8518,1.03
06:34:27:8,0.1098,0.5717,-0.8398,1.02
06:34:27:8,0.1055,0.5717,-0.8298,1.01
06:34:27:8,0.1015,0.5697,-0.8178,1.00
06:34:27:8,0.0955,0.5657,-0.8098,0.99
06:34:27:8,0.0935,0.5597,-0.7998,0.98
06:34:27:8,0.0935,0.5557,-0.7878,0.97
06:34:27:8,0.0935,0.5497,-0.7758,0.96
06:34:27:8,0.0935,0.5417,-0.7678,0.94
06:34:27:8,0.0955,0.5357,-0.7578,0.93
06:34:27:8,0.0995,0.5297,-0.7515,0.92
06:34:27:8,0.0995,0.5237,-0.7415,0.91
06:34:27:8,0.1035,0.5177,-0.7335,0.90
06:34:27:8,0.1055,0.5157,-0.7255,0.90
06:34:27:8,0.1075,0.5117,-0.7155,0.89
